,likert_5_options_0,likert_5_options_1,likert_5_options_2,likert_5_options_3,likert_5_options_4,likert_5_options_5,likert_5_options_6,likert_5_options_7,likert_5_options_8,likert_5_options_9,likert_5_options_10,likert_5_options_11,likert_5_options_12,likert_5_options_13,likert_5_options_14,likert_5_options_15,likert_5_options_16,likert_5_options_17,likert_5_options_18,likert_5_options_19,likert_5_options_20,likert_5_options_21,likert_5_options_22,likert_5_options_23,likert_5_options_24,likert_5_options_25,likert_5_options_26,likert_5_options_27,likert_5_options_28,likert_5_options_29,likert_5_options_30,likert_5_options_31,likert_5_options_32,likert_5_options_33,likert_5_options_34,likert_5_options_35,likert_5_options_36,likert_5_options_37,likert_5_options_38,likert_5_options_39,likert_7_options_0,likert_7_options_1,likert_7_options_2,likert_7_options_3,likert_7_options_4,likert_7_options_5,likert_7_options_6,likert_7_options_7,likert_7_options_8,likert_7_options_9,likert_2_options_0,likert_2_options_1,likert_2_options_2,likert_2_options_3,likert_2_options_4,likert_2_options_5,likert_2_options_6,likert_2_options_7,likert_2_options_8,likert_2_options_9,target
515,1,4,5,4,5,4,3,2,1,1,1,2,3,5,3,1,4,4,1,2,2,3,3,4,2,5,5,4,2,2,3,3,1,5,1,3,5,1,1,1,1,6,2,5,3,3,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0
516,5,4,3,1,5,1,3,1,5,1,1,5,1,5,4,5,4,5,1,2,2,3,3,2,1,1,5,4,2,2,5,5,1,1,3,4,1,1,2,5,2,6,3,2,2,7,4,6,1,6,0,0,0,0,0,0,0,0,0,0,0
517,3,4,2,1,1,5,1,5,1,2,5,1,3,5,2,1,4,2,5,5,2,3,3,2,5,5,4,4,2,1,1,1,4,4,1,5,1,5,5,1,2,5,3,3,5,3,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
518,2,4,1,1,5,3,5,5,5,5,1,5,5,1,3,1,4,1,5,5,2,1,3,1,5,1,1,4,4,2,2,5,1,5,5,3,5,1,4,1,5,4,2,5,1,3,3,1,6,1,0,1,0,0,0,0,0,0,0,0,0
519,4,4,3,5,2,1,4,4,5,2,1,3,2,5,3,5,2,1,5,2,1,3,3,2,5,1,1,4,4,1,1,1,1,1,2,4,1,5,5,3,4,2,2,3,1,2,5,7,1,3,0,0,0,0,0,0,0,0,1,0,0
520,1,4,2,5,5,2,4,2,5,1,2,5,3,5,1,1,2,2,2,3,5,3,4,4,3,1,1,4,4,1,3,5,2,1,5,1,1,5,1,4,2,5,2,1,2,1,3,7,5,1,0,1,0,0,1,0,0,1,0,0,0
521,1,1,3,1,5,1,4,4,1,2,5,2,3,5,2,2,2,5,2,4,3,3,3,4,5,3,5,4,2,4,2,1,2,5,1,1,1,5,2,1,2,4,2,2,2,7,5,2,5,6,0,0,0,0,0,0,0,0,0,0,1
522,1,1,1,4,5,3,3,5,5,3,1,4,3,1,2,4,4,2,3,2,4,1,3,4,3,1,4,2,2,2,1,5,5,1,1,5,5,1,4,1,3,3,6,5,2,4,3,7,1,2,0,0,0,0,0,0,0,0,0,0,0
523,5,4,3,1,1,2,4,4,5,4,1,4,3,1,4,3,2,2,5,3,2,3,4,5,5,1,1,4,4,4,5,5,1,3,5,5,1,1,1,5,2,2,1,5,6,5,3,7,6,6,0,1,0,0,1,0,0,0,0,0,1
524,4,4,5,3,5,1,5,2,1,3,1,4,3,5,3,3,2,4,3,2,2,3,3,2,4,1,2,4,4,1,4,4,1,2,5,3,5,5,1,3,4,2,5,5,2,6,7,2,6,3,0,0,0,0,0,0,0,0,0,0,0
525,1,1,1,4,2,3,3,4,3,2,5,1,2,5,2,1,4,2,2,4,3,3,3,2,3,1,1,2,2,2,5,4,5,5,1,4,5,2,2,1,5,6,2,5,1,2,7,6,5,6,1,0,0,0,0,0,0,0,0,0,1
526,1,1,3,5,5,3,3,2,5,3,1,2,5,1,5,1,4,2,5,4,4,5,3,2,5,1,1,4,2,2,5,1,3,5,1,1,1,3,1,5,1,6,2,1,2,4,3,6,5,4,0,0,0,0,0,0,0,0,0,0,1
527,4,4,2,5,1,2,5,5,5,4,2,1,1,1,3,5,5,1,2,4,4,3,3,4,3,4,1,4,2,2,3,1,3,5,1,1,3,5,1,5,3,2,2,5,5,3,7,5,1,6,0,0,0,0,0,0,0,0,0,1,0
528,1,1,5,1,5,3,5,5,5,4,1,2,2,1,2,4,4,2,2,2,4,1,3,1,1,5,5,4,2,2,5,4,1,5,1,1,3,1,2,5,1,4,6,1,2,6,5,6,6,1,0,0,0,1,0,0,0,0,0,0,1
529,3,4,3,1,1,3,5,2,5,3,4,3,3,5,1,3,2,4,4,3,2,1,4,1,3,1,1,4,4,2,1,1,5,1,1,1,1,1,2,1,5,4,7,3,2,4,3,6,1,6,0,0,1,0,0,0,0,0,0,0,1
530,3,5,2,5,2,5,3,5,4,4,1,2,5,5,1,3,2,5,2,1,2,1,3,1,1,1,4,4,4,2,3,2,1,2,5,5,5,1,5,3,1,6,5,5,2,1,4,4,5,3,0,0,0,0,0,1,0,0,0,0,0
531,1,1,3,1,5,1,3,5,1,3,1,4,3,5,4,4,4,5,2,2,1,3,4,4,1,1,4,4,2,5,2,5,3,3,1,5,3,5,1,5,1,6,1,5,5,6,3,7,6,6,0,0,0,0,0,1,0,1,0,0,0
532,1,1,3,5,1,3,2,2,5,3,4,4,2,5,2,1,4,2,1,2,1,2,3,4,2,1,1,4,2,5,3,3,5,1,1,1,1,1,1,5,2,2,5,5,2,2,1,6,5,5,0,0,0,0,0,0,0,0,0,0,0
533,5,1,3,5,2,3,3,4,5,5,1,5,2,3,4,4,5,5,4,3,2,3,5,4,5,1,1,4,2,1,4,1,1,3,4,1,1,2,1,1,7,5,2,5,6,3,2,7,5,2,0,0,0,0,0,0,0,0,0,0,1
534,2,4,2,5,1,3,1,5,5,2,5,4,3,5,2,5,5,4,2,2,2,3,5,2,2,1,1,2,2,1,5,1,3,1,1,5,3,1,2,5,2,7,5,1,7,3,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0
535,5,5,2,5,5,3,3,4,5,4,1,3,3,5,2,4,5,2,4,1,5,3,3,1,5,1,1,4,4,2,5,1,5,1,2,5,1,4,5,5,5,6,2,5,2,4,7,1,2,7,0,0,0,0,0,0,0,0,0,1,1
536,1,4,2,1,2,1,3,2,1,3,1,4,3,1,4,1,5,1,2,2,2,3,3,2,5,1,1,4,2,2,1,5,4,2,1,3,1,2,1,1,4,1,1,1,2,7,3,7,6,3,0,0,0,0,0,0,0,0,0,0,0
537,1,4,5,3,1,3,3,5,1,5,1,4,3,5,4,1,4,4,4,4,4,5,3,4,5,5,1,4,1,2,2,1,4,2,5,1,3,1,2,3,5,7,5,2,5,7,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0
538,4,5,2,1,2,1,1,2,1,3,3,4,3,2,1,1,4,4,5,5,1,3,4,2,5,4,1,4,2,2,5,1,3,5,5,1,1,5,1,1,4,5,5,1,2,3,5,1,5,3,1,0,0,0,0,0,0,1,0,0,0
539,4,4,3,5,5,3,3,4,5,3,3,3,3,5,3,1,4,2,2,5,3,3,3,5,1,1,4,4,3,2,2,5,3,5,5,1,1,3,1,5,4,5,5,5,5,3,5,7,5,3,0,1,0,1,1,0,0,0,0,1,0
540,3,5,2,5,5,1,3,4,5,4,1,4,3,1,2,5,2,4,1,2,2,3,3,2,4,5,5,1,4,2,3,3,4,1,4,5,5,2,1,1,1,5,5,1,1,7,7,4,5,3,0,0,0,0,0,0,1,0,0,0,0
541,1,4,2,5,1,4,3,5,4,3,1,5,3,3,5,1,4,4,5,5,3,3,1,1,3,5,1,4,1,2,5,1,2,1,4,1,1,2,1,5,3,3,2,1,1,6,7,6,2,6,0,0,0,0,0,0,0,0,0,0,1
542,2,2,5,5,5,3,5,5,5,2,1,2,3,5,3,3,4,2,5,2,3,5,3,4,5,1,4,4,3,2,1,5,1,1,2,5,1,5,1,4,3,1,7,5,1,3,3,1,5,1,0,1,0,0,0,0,0,0,0,0,1
543,4,4,2,5,2,3,4,5,5,1,3,5,2,2,3,3,4,4,5,2,3,3,5,2,5,5,1,4,2,2,4,5,2,4,1,5,2,4,2,3,1,4,5,4,5,3,3,7,5,5,0,0,0,0,0,1,0,0,0,0,0
544,1,2,2,5,5,3,3,4,5,3,2,5,3,1,1,2,4,4,1,2,2,5,3,2,3,4,3,4,4,1,1,4,5,5,1,1,2,1,5,4,7,5,6,7,5,3,7,5,4,5,0,0,1,0,0,0,0,0,0,0,1
545,1,5,2,5,2,4,3,5,5,3,1,5,3,1,4,5,4,2,4,2,1,4,4,1,2,1,4,4,2,2,5,2,1,5,5,1,2,5,5,1,4,1,5,1,2,2,3,2,1,1,0,0,0,0,1,0,0,0,1,0,1
546,4,3,2,5,2,2,5,5,5,4,1,4,1,5,2,5,4,2,4,2,2,1,3,5,1,1,5,2,1,1,1,1,5,1,2,5,2,1,1,3,2,6,2,5,1,3,3,5,5,2,0,0,1,0,0,0,0,0,0,0,0
547,5,5,5,1,1,2,4,5,5,2,5,4,3,5,2,1,4,2,2,2,3,3,3,2,2,1,5,4,3,2,5,5,1,4,1,5,1,1,5,1,1,1,2,5,1,1,7,5,5,2,0,1,0,0,0,0,0,0,0,0,0
548,3,2,3,5,5,1,3,1,5,1,4,4,2,1,2,1,4,2,3,4,2,1,3,2,2,1,1,2,2,2,1,5,5,5,5,1,1,5,4,4,3,5,5,5,1,7,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0
549,1,1,2,5,5,5,3,2,4,3,5,5,2,5,2,4,5,2,4,1,3,3,3,4,1,1,1,4,2,2,5,1,5,2,1,5,3,3,2,5,1,5,3,5,2,2,3,5,2,1,0,0,0,0,0,0,0,0,0,0,1
550,4,1,3,5,5,5,3,2,1,2,1,4,3,2,2,1,4,4,4,2,2,3,3,4,5,1,4,2,2,5,5,5,3,1,5,5,1,1,4,1,1,5,2,5,6,3,6,4,5,1,0,1,0,0,1,0,0,0,0,0,0
551,3,1,3,5,1,3,5,5,1,3,5,5,3,2,1,4,4,4,2,2,2,3,3,2,4,4,3,2,4,2,1,2,1,5,1,5,5,4,1,5,1,6,3,7,2,5,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0
552,5,5,5,5,1,3,3,5,3,2,5,5,3,1,3,4,5,2,4,5,1,3,5,4,1,1,1,4,2,5,1,3,5,2,5,2,5,3,5,2,5,1,3,5,2,5,3,7,5,7,0,0,0,0,1,0,0,0,1,0,0
553,1,5,2,1,5,3,3,5,5,3,3,4,3,1,4,5,4,2,5,2,1,3,5,4,5,1,1,4,2,1,1,4,5,5,5,1,5,2,5,5,7,1,2,5,5,6,3,6,1,3,0,0,0,0,1,0,0,0,0,0,0
554,2,1,2,5,3,1,3,5,5,5,1,5,1,5,4,4,5,2,2,2,1,3,5,2,3,1,4,4,2,4,1,3,2,2,5,3,1,1,1,1,1,3,2,7,5,2,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1
555,3,4,3,1,2,1,3,5,5,4,1,2,5,5,4,3,4,2,3,2,3,4,3,4,5,1,1,4,2,5,1,5,4,5,5,1,5,1,1,1,5,1,5,7,1,1,4,7,5,2,0,1,0,0,0,0,0,0,0,0,0
556,1,1,3,5,2,2,3,2,5,2,4,2,3,5,1,2,4,4,1,4,2,3,3,5,5,4,1,4,3,2,1,1,5,5,4,5,5,1,5,5,1,1,3,4,5,7,3,5,5,3,0,0,1,0,0,0,0,0,1,1,0
557,4,2,2,1,2,4,3,5,5,5,1,2,3,5,2,1,5,3,1,2,3,4,3,2,4,1,3,2,2,1,5,5,1,4,3,5,2,1,1,2,7,1,3,7,7,3,5,7,5,4,1,1,0,0,0,0,0,0,0,0,1
558,1,4,5,3,1,2,5,2,5,1,4,5,5,5,3,1,4,4,2,4,2,3,3,1,5,5,1,4,2,4,4,2,1,1,1,3,1,5,1,1,2,5,2,5,5,1,5,7,6,6,0,0,0,0,0,0,0,0,0,0,1
559,1,4,2,3,5,3,3,4,5,1,1,4,3,5,3,1,4,2,1,1,1,3,3,2,1,4,2,2,2,2,4,1,3,4,1,1,1,5,4,3,4,4,2,5,5,3,3,4,6,1,0,0,0,0,0,0,0,1,0,0,1
560,1,1,1,5,5,4,3,5,2,1,5,4,3,5,2,5,4,2,3,1,2,1,4,4,3,3,4,4,2,2,5,1,5,2,1,1,2,3,2,1,7,1,2,7,5,7,1,5,4,6,0,0,0,0,0,0,0,0,0,0,0
561,2,4,3,1,2,3,3,1,1,3,5,3,3,5,2,1,5,2,5,4,4,3,3,4,2,1,5,4,1,4,3,5,3,1,2,1,2,1,1,5,2,7,5,1,5,2,3,7,7,6,0,0,0,0,0,0,0,0,0,0,0
562,2,5,2,5,2,3,4,4,1,4,3,4,3,2,5,1,1,4,4,2,2,3,4,4,5,1,2,4,3,2,4,3,5,3,1,5,1,2,3,1,7,1,5,7,4,7,1,6,6,3,0,0,0,0,0,1,0,0,0,0,0
563,1,5,2,1,2,1,4,4,5,3,1,5,3,5,5,1,2,2,5,4,2,3,3,4,5,1,2,4,5,2,5,3,1,5,3,5,5,5,4,2,2,1,5,5,5,3,7,6,5,2,0,0,0,0,0,1,1,0,0,0,0
564,5,5,3,5,2,3,3,5,1,2,1,4,3,5,1,3,4,4,2,5,3,5,3,4,5,1,5,4,2,1,3,1,4,4,1,4,5,3,1,5,2,6,2,7,6,2,3,6,2,3,0,0,0,0,0,0,0,0,0,1,0
565,4,5,2,3,5,3,5,2,3,3,1,4,2,2,4,5,4,4,5,4,1,5,3,2,1,1,1,4,2,2,1,5,1,5,4,5,5,5,4,1,4,6,5,4,2,2,5,6,5,3,0,1,0,0,0,0,0,1,0,0,1
566,5,4,2,4,2,4,4,1,5,2,2,5,3,2,1,5,4,2,3,4,2,3,3,4,5,5,5,4,2,2,5,1,1,1,1,5,1,1,1,3,2,2,3,2,5,3,6,7,5,7,0,0,0,0,0,0,0,0,0,0,1
567,4,4,2,5,5,1,3,4,5,3,1,4,3,3,3,1,4,4,4,4,1,1,3,4,1,1,1,4,4,1,3,5,1,3,3,5,5,1,1,2,5,2,2,5,2,7,2,4,5,7,0,0,0,0,0,0,0,0,0,0,0
568,1,5,2,5,5,3,3,4,5,3,2,4,3,2,5,1,2,2,3,2,2,3,3,2,5,1,1,2,2,2,1,3,1,4,5,1,1,1,1,5,3,1,2,5,2,7,3,7,6,2,0,0,0,0,1,0,0,0,0,0,0
569,1,2,2,4,2,3,3,1,5,5,1,4,3,1,5,1,4,2,3,3,2,3,4,4,1,1,1,3,1,1,3,3,1,4,5,1,4,1,1,5,2,6,3,1,5,5,3,7,6,2,0,0,0,0,1,0,0,0,0,1,1
570,5,4,2,5,5,1,3,2,1,3,1,2,3,2,2,3,4,2,5,1,1,1,3,4,3,1,5,4,2,4,2,4,1,1,1,1,1,5,4,1,3,6,5,7,5,3,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0
571,2,5,3,1,2,4,3,1,5,2,5,5,3,5,5,3,4,4,2,2,2,5,3,1,5,1,1,4,3,2,1,4,4,4,5,2,3,2,5,4,2,4,3,4,5,4,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0
572,4,1,3,5,2,1,4,2,2,2,4,4,3,2,3,3,4,2,4,2,3,1,4,2,5,4,1,4,2,2,1,5,5,2,5,2,1,2,2,1,2,6,7,5,2,2,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0
573,2,1,2,4,2,2,4,4,1,2,1,4,3,5,2,5,4,2,2,2,2,1,3,2,3,1,1,4,2,5,5,1,1,1,3,1,1,1,4,1,5,7,1,5,5,4,3,6,5,3,0,0,0,0,0,0,0,0,0,0,1
574,4,5,3,1,1,1,5,2,5,3,4,4,3,5,3,4,4,2,4,4,2,3,3,1,5,5,1,2,1,2,1,4,2,3,1,5,3,1,1,5,1,3,2,5,5,1,5,7,5,1,0,0,0,0,0,0,0,0,0,0,0
575,2,1,3,5,1,1,5,5,1,3,4,5,3,1,4,1,4,4,2,2,1,3,3,1,5,4,2,2,1,2,1,5,2,2,2,5,2,5,1,5,7,7,2,5,5,7,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0
576,3,1,2,1,5,2,5,4,1,4,1,5,2,5,4,3,4,4,4,2,4,1,3,1,5,1,1,4,2,2,3,4,5,4,5,5,5,1,3,2,3,1,2,7,5,7,6,5,5,3,0,0,0,0,0,0,1,0,0,0,0
577,4,4,2,5,5,3,3,1,5,4,4,5,3,5,2,2,5,2,2,5,4,1,1,2,5,5,1,4,2,2,4,3,1,5,3,1,1,1,5,1,7,6,2,1,5,7,2,4,6,2,0,0,0,0,0,0,0,0,0,0,1
578,3,4,2,2,5,4,5,5,1,1,5,1,3,5,1,1,1,4,1,2,1,3,3,4,3,1,1,4,2,4,2,3,2,1,2,1,2,1,1,3,1,1,2,5,2,7,7,6,6,4,0,0,0,0,0,0,0,0,0,0,0
579,2,4,5,5,5,3,1,5,1,2,5,4,3,5,3,1,4,5,2,4,1,5,4,4,5,2,4,4,2,1,3,2,5,1,1,1,3,4,2,5,1,2,2,3,5,2,7,6,5,6,0,0,0,0,0,0,0,0,0,0,0
580,3,5,3,5,1,1,3,2,1,3,1,4,3,1,5,5,4,5,3,4,2,3,3,4,5,1,4,4,2,2,1,1,1,5,2,2,2,1,4,1,4,4,3,7,1,7,3,7,6,6,0,0,0,0,0,0,0,0,0,0,0
581,3,5,1,5,2,3,3,2,5,4,3,4,3,2,3,3,5,5,5,2,2,1,2,5,2,5,1,5,2,2,2,1,5,5,1,4,5,1,1,2,1,4,3,6,2,4,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0
582,5,2,2,5,1,3,1,5,1,3,4,4,5,5,2,4,4,4,1,2,2,5,3,4,5,1,5,4,2,2,5,5,3,5,5,1,1,2,2,1,3,4,5,1,1,5,3,4,1,5,0,1,0,1,0,0,0,0,0,0,1
583,5,4,5,4,2,3,3,2,5,3,1,4,3,5,2,5,3,4,2,4,2,1,3,2,1,5,1,4,4,1,5,5,5,5,4,3,5,2,1,5,2,1,2,7,2,3,3,7,5,6,0,0,1,1,0,0,0,0,0,0,0
584,3,4,3,5,5,3,3,5,1,3,4,4,3,5,4,2,4,5,3,1,1,5,1,4,1,1,1,4,2,4,2,1,2,1,1,5,5,1,3,1,5,1,3,3,2,3,4,2,6,2,0,0,0,0,0,0,1,0,0,0,1
585,1,1,2,5,2,1,1,5,5,2,1,5,1,2,1,3,2,3,4,4,1,5,3,2,5,1,1,2,2,2,5,5,1,5,1,5,1,3,1,3,1,4,2,5,2,3,7,2,5,3,0,0,0,0,0,1,0,0,0,0,0
586,5,4,5,2,5,1,4,4,1,4,4,4,3,5,1,2,2,3,5,2,2,3,3,2,5,1,1,4,2,5,1,1,5,5,2,1,1,5,5,4,2,4,1,1,5,3,7,7,5,7,0,0,1,1,0,0,0,1,0,0,0
587,3,5,2,5,2,1,3,2,5,1,1,5,1,5,2,4,2,2,1,4,2,2,3,4,1,1,5,4,4,2,1,1,3,1,1,4,5,5,3,1,7,4,2,4,2,3,3,4,5,3,0,0,0,0,0,0,0,0,0,0,1
588,3,4,5,5,5,5,5,4,1,3,3,5,2,5,3,3,4,5,1,1,3,5,3,1,5,5,3,4,4,2,3,5,1,5,5,5,4,5,1,4,4,5,2,7,2,1,3,7,6,6,0,1,0,1,0,1,0,1,0,0,0
589,1,3,5,5,1,1,3,2,1,2,1,1,2,1,4,1,4,2,5,2,1,5,1,2,5,1,1,4,3,2,1,1,1,5,2,5,3,1,4,5,7,6,2,5,1,4,7,5,5,3,0,0,0,1,0,1,0,0,0,1,1
590,5,4,1,5,5,5,5,2,1,3,5,5,1,2,1,5,2,1,4,2,2,1,3,2,5,3,1,4,2,1,3,3,5,1,3,1,1,4,2,1,1,7,2,5,6,3,7,6,5,4,0,0,0,0,0,0,0,0,0,0,1
591,2,5,2,2,1,3,4,5,1,3,1,1,3,2,1,4,2,5,1,3,4,3,3,1,5,1,4,3,4,1,2,4,4,1,1,3,1,1,3,1,2,1,3,5,5,2,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0
592,3,4,1,5,1,2,2,5,1,3,5,5,1,5,3,5,1,1,5,3,2,5,3,2,1,3,2,4,4,4,1,1,1,5,5,5,5,3,4,2,3,6,2,5,2,7,5,6,5,2,0,0,0,0,0,1,0,0,0,0,0
593,5,1,1,5,5,3,5,5,1,4,1,1,3,1,5,1,4,1,5,4,2,4,4,2,5,1,1,5,4,2,1,4,5,1,1,1,1,5,5,1,7,4,2,5,5,2,6,6,4,1,0,0,1,0,0,0,0,0,0,0,0
594,5,1,3,5,1,3,5,1,5,3,5,5,2,3,3,3,4,5,3,5,1,3,1,2,5,5,5,2,2,4,2,3,5,3,1,5,4,1,1,2,5,1,1,5,5,5,5,7,5,7,0,0,0,0,0,0,0,0,0,0,0
595,3,1,3,5,2,2,2,4,5,5,4,5,3,2,2,4,4,5,2,2,2,4,1,4,5,1,4,4,2,1,1,3,1,3,1,5,5,2,5,2,2,6,2,1,2,3,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0
596,4,5,5,1,5,1,3,5,4,3,1,4,2,5,4,1,4,4,2,4,1,2,3,4,5,5,5,4,2,2,1,2,3,5,3,3,5,4,1,1,3,1,5,2,5,3,3,7,5,1,0,0,0,0,0,0,1,0,0,0,1
597,3,1,3,5,2,1,3,5,5,1,5,5,3,5,4,4,2,2,3,2,1,2,3,4,1,1,2,4,2,1,4,4,4,5,5,5,1,4,1,1,3,1,5,2,2,1,7,5,6,3,0,0,0,0,0,1,0,0,0,0,0
598,1,2,3,5,2,1,3,5,1,3,5,4,1,2,1,1,2,4,4,1,2,3,2,5,5,1,4,4,2,2,3,2,4,1,1,1,3,1,1,1,3,2,2,1,2,6,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1
599,2,2,5,5,2,3,1,5,5,4,4,4,3,1,2,1,4,2,2,1,2,3,3,4,1,1,1,4,3,2,2,1,2,3,2,5,1,5,5,1,4,5,2,5,2,1,5,7,6,4,0,0,0,0,0,1,0,0,0,0,1
600,3,1,3,1,5,3,3,1,5,2,1,4,2,1,2,1,4,3,1,3,5,3,3,1,5,5,1,4,2,2,5,1,4,1,1,5,5,1,5,4,7,1,3,3,4,6,6,4,5,6,1,0,0,0,0,1,1,0,0,0,1
601,3,4,3,5,5,1,1,2,2,3,3,4,3,5,3,1,5,5,5,4,2,4,5,1,5,3,3,4,3,4,1,5,5,5,1,3,1,5,1,1,3,1,2,3,5,3,4,6,5,2,0,0,0,1,0,0,0,0,0,0,0
602,3,1,3,5,5,1,5,5,5,4,1,5,3,2,2,1,2,4,1,1,2,5,4,5,1,1,5,4,2,2,5,1,1,1,4,5,4,5,3,5,4,2,2,7,2,3,7,6,2,3,0,0,0,0,0,0,0,1,0,1,1
603,1,1,1,5,2,3,3,2,1,1,1,5,3,5,5,1,4,4,5,3,3,3,3,2,5,1,5,4,3,2,4,1,5,1,5,3,5,1,5,5,3,4,6,5,2,3,3,5,5,3,0,0,0,0,0,0,0,0,0,0,1
604,2,1,3,5,5,3,3,2,1,3,5,2,5,2,2,1,4,2,5,3,2,5,3,4,1,1,5,4,2,2,5,2,5,1,5,4,5,3,3,5,5,3,3,3,5,3,4,7,6,3,1,0,0,0,0,0,0,0,0,0,1
605,2,1,5,5,5,3,3,2,1,1,4,4,3,1,2,4,4,5,2,2,2,5,3,1,1,5,1,2,4,2,5,1,1,5,1,5,1,4,1,5,7,1,3,4,5,3,1,7,5,4,0,0,0,0,0,0,0,0,0,0,1
606,3,1,2,5,5,2,5,4,5,2,1,4,3,2,5,2,4,2,3,4,2,3,4,2,2,1,5,4,2,2,5,5,5,5,5,5,1,4,5,5,3,4,2,7,2,5,7,7,5,6,0,1,1,0,0,0,0,0,0,0,1
607,4,1,2,5,2,3,3,4,5,3,5,4,3,2,3,4,4,5,1,2,1,1,3,2,5,1,1,4,2,2,1,1,1,1,2,1,2,5,5,1,7,5,5,1,5,3,5,5,5,6,0,0,0,0,0,0,0,0,0,0,1
608,3,5,2,5,5,2,4,2,1,4,5,1,3,2,3,4,4,2,2,1,2,5,3,2,5,4,1,4,3,4,1,5,2,2,1,1,1,5,5,2,1,5,5,7,2,1,7,1,6,3,0,0,0,0,0,0,0,1,1,0,0
609,1,4,5,3,1,2,5,3,1,4,5,4,2,5,5,3,5,4,1,3,1,3,4,4,1,1,1,4,2,2,5,1,1,2,5,5,1,1,5,5,1,4,5,1,5,1,5,4,5,6,0,0,0,0,1,0,0,0,0,0,1
610,3,1,5,5,5,3,3,1,5,2,4,5,3,5,5,5,4,4,1,2,1,3,3,4,1,1,1,4,2,1,1,5,5,1,1,5,4,5,5,5,1,6,2,3,5,4,2,6,6,6,0,0,0,0,0,0,0,0,1,1,0
611,1,2,2,5,2,4,3,4,5,5,1,4,3,5,5,3,5,4,3,3,3,3,4,2,5,5,1,4,2,2,1,3,5,1,2,2,2,4,4,5,1,1,2,7,5,3,7,7,1,3,0,0,1,0,0,0,0,0,0,0,1
612,2,1,1,5,5,3,3,5,5,4,1,1,3,2,5,5,5,5,2,2,3,3,3,4,1,1,1,4,3,2,5,5,1,5,3,1,3,5,1,5,5,4,1,1,5,7,3,5,5,3,1,0,0,1,0,0,0,0,0,0,1
613,5,1,1,1,4,2,1,2,5,2,1,1,5,5,3,1,4,4,2,5,2,5,3,1,1,1,1,4,3,1,1,1,1,3,5,2,5,4,4,2,4,2,3,5,2,4,7,7,1,4,0,0,0,0,0,0,0,0,0,0,0
614,2,5,3,1,2,4,5,2,5,3,3,5,1,5,2,3,2,2,5,2,1,3,3,1,5,4,1,4,1,2,1,5,1,1,1,5,1,1,1,5,2,3,3,5,2,3,3,4,5,4,0,1,0,0,0,0,0,0,0,0,1
615,4,5,2,5,2,5,3,5,5,4,1,5,3,1,3,2,4,5,2,3,1,5,3,4,5,1,4,4,4,2,5,3,1,1,1,1,1,5,5,4,3,2,2,5,1,1,3,2,6,6,0,0,0,0,0,0,0,0,0,0,0
616,3,1,5,1,5,5,2,5,1,3,3,4,3,5,1,3,4,5,1,2,2,5,3,4,5,1,1,4,2,1,3,3,5,1,4,1,5,2,4,1,2,6,3,1,5,6,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0
617,1,4,2,5,2,4,5,5,5,2,5,5,1,5,2,5,2,2,3,2,1,1,3,4,5,3,4,4,2,2,1,1,2,1,1,1,4,3,5,2,5,1,2,5,5,1,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0
618,2,1,3,1,5,1,3,2,5,5,1,4,3,1,2,4,5,1,2,2,4,1,1,2,2,5,5,4,4,4,4,1,5,2,1,4,1,5,1,3,1,1,5,5,5,7,3,7,5,3,0,0,0,0,0,0,0,1,0,0,0
619,1,5,3,4,5,3,3,3,5,2,1,1,1,3,3,4,5,5,5,1,3,3,3,4,3,4,5,4,2,2,1,1,5,5,5,1,1,5,2,2,3,1,7,5,5,1,7,7,5,1,0,0,0,0,0,0,0,1,0,0,0
620,3,1,2,5,1,2,1,5,5,1,4,5,3,1,3,4,5,5,3,1,4,1,4,4,2,4,5,4,2,1,3,1,1,2,1,1,2,1,1,5,7,4,3,5,2,2,5,7,6,6,0,0,0,0,0,0,0,0,0,0,1
621,5,4,2,5,5,3,4,2,5,3,5,1,1,1,1,1,2,5,2,4,2,5,1,4,5,1,5,4,2,2,5,1,3,1,5,4,1,5,3,1,4,1,2,5,2,3,7,7,5,2,0,0,0,0,0,0,0,1,0,0,1
622,4,5,2,4,5,1,5,5,5,1,1,1,3,2,4,1,1,2,4,4,1,1,4,4,3,4,3,2,2,2,3,2,4,2,1,1,2,3,1,5,1,5,2,1,2,7,7,7,5,1,0,0,0,0,0,0,0,0,0,0,1
