"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-04-27",,,,,"0.00","0.0","0.0",,"72","34","36",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-04-28",,,,,"0.00","0.0","0.0",,"76","36","40",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-04-29",,,,,"0.00","0.0","0.0",,"60","27","31",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-04-30",,,,,"0.00","0.0","0.0",,"68","31","51",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-01",,,,,"0.00","0.0","0.0",,"84","51","61",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-02",,,,,"0.00","0.0","0.0",,"84","61","67",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-03",,,,,"2.05","0.0","0.0",,"82","55","59",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-04",,,,,"0.20","0.0","0.0",,"74","57","57",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-05",,,,,"0.00","0.0","0.0",,"78","46","49",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-06",,,,,"0.00","0.0","0.0",,"83","49","60",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-07",,,,,"0.00","0.0","0.0",,"81","48","49",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-08",,,,,"0.00","0.0","0.0",,"81","47","50",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-09",,,,,"0.06","0.0","0.0",,"82","50","59",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-10",,,,,"0.00","0.0","0.0",,"81","51","53",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-11",,,,,"0.00","0.0","0.0",,"80","53","56",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-12",,,,,"0.14","0.0","0.0",,"64","46","47",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-13",,,,,"1.00","0.0","0.0",,"58","47","50",,,,,,,,,,,,,
"USC00134101","IOWA CITY, IA US","41.6093","-91.5051","195.1","2018-05-14",,,,,"0.03","0.0","0.0",,"62","50","60",,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-21",,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-24",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-27",,,,,"0.52",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-30",,"    3","0.27",,,,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-05-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-14",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-15",,,,,"0.25",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-16",,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-17",,,,,"1.39",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-18",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-20",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-22",,,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-23",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-27",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-28",,,,,"0.66",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-29",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-06-30",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-04",,,,,"0.44",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-07",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-10",,,,,"0.79",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-11",,,,,"0.31",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-12",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-13",,,,,"0.27",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-19",,,,,"0.61",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-21",,,,,"0.75",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-22",,,,,"0.51",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-07-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-04",,,,,"0.29",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-11",,,,,"0.04","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-15",,,,,"0.27",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-17",,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-19",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-21",,,,,"0.80",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-22",,,,,"0.33",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-25",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-26",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-28",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-08-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-17",,,,,"0.50",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-18",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-19",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-21",,,,,"0.24",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-09-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-04",,,,,"0.28",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-05",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-07",,,,,"0.48",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-08",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-11",,,,,"1.68",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-12",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-13",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-14",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-15",,,,,"0.89",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-22",,,,,"0.61",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-23",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-24",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0009","KALONA 7.3 NNW, IA US","41.587737","-91.745101","229.8","2017-10-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
